date,team1,team2,time,wait,team,oppo,home,goal,scored,conceded
2017-08-11,Arsenal,Leicester,1.57,1.57,Arsenal,Leicester,1,1,0,0
2017-08-11,Arsenal,Leicester,3,1.43,Leicester,Arsenal,0,0,0,1
2017-08-11,Arsenal,Leicester,4.23,1.23,Leicester,Arsenal,0,1,0,1
2017-08-11,Arsenal,Leicester,7.07,2.83,Arsenal,Leicester,1,0,1,1
2017-08-11,Arsenal,Leicester,13.58,6.52,Arsenal,Leicester,1,0,1,1
2017-08-11,Arsenal,Leicester,21.42,7.83,Arsenal,Leicester,1,0,1,1
2017-08-11,Arsenal,Leicester,21.67,0.25,Arsenal,Leicester,1,0,1,1
2017-08-11,Arsenal,Leicester,25.77,4.1,Arsenal,Leicester,1,0,1,1
2017-08-11,Arsenal,Leicester,26.37,0.6,Arsenal,Leicester,1,0,1,1
2017-08-11,Arsenal,Leicester,26.73,0.37,Arsenal,Leicester,1,0,1,1
2017-08-11,Arsenal,Leicester,28.52,1.78,Leicester,Arsenal,0,1,1,1
2017-08-11,Arsenal,Leicester,32.8,4.28,Leicester,Arsenal,0,0,2,1
2017-08-11,Arsenal,Leicester,37.57,4.77,Arsenal,Leicester,1,0,1,2
2017-08-11,Arsenal,Leicester,46.87,9.3,Arsenal,Leicester,1,0,1,2
2017-08-11,Arsenal,Leicester,47.57,0.65,Arsenal,Leicester,1,0,2,2
2017-08-11,Arsenal,Leicester,48.82,3.82,Arsenal,Leicester,1,0,2,2
2017-08-11,Arsenal,Leicester,54.87,6.05,Leicester,Arsenal,0,0,2,2
2017-08-11,Arsenal,Leicester,55.53,0.67,Leicester,Arsenal,0,1,2,2
2017-08-11,Arsenal,Leicester,58.7,3.17,Arsenal,Leicester,1,0,2,3
2017-08-11,Arsenal,Leicester,61.52,2.82,Arsenal,Leicester,1,0,2,3
2017-08-11,Arsenal,Leicester,67.42,5.9,Arsenal,Leicester,1,0,2,3
2017-08-11,Arsenal,Leicester,69.22,1.8,Arsenal,Leicester,1,0,2,3
2017-08-11,Arsenal,Leicester,70.43,1.22,Arsenal,Leicester,1,0,2,3
2017-08-11,Arsenal,Leicester,73.3,2.87,Arsenal,Leicester,1,0,2,3
2017-08-11,Arsenal,Leicester,73.62,0.32,Arsenal,Leicester,1,0,2,3
2017-08-11,Arsenal,Leicester,73.87,0.25,Arsenal,Leicester,1,0,2,3
2017-08-11,Arsenal,Leicester,78.25,4.38,Arsenal,Leicester,1,0,2,3
2017-08-11,Arsenal,Leicester,80.4,2.15,Arsenal,Leicester,1,0,2,3
2017-08-11,Arsenal,Leicester,80.77,0.37,Arsenal,Leicester,1,0,2,3
2017-08-11,Arsenal,Leicester,82.15,1.38,Arsenal,Leicester,1,1,2,3
2017-08-11,Arsenal,Leicester,84.22,2.07,Arsenal,Leicester,1,0,3,3
2017-08-11,Arsenal,Leicester,84.53,0.32,Arsenal,Leicester,1,1,3,3
2017-08-11,Arsenal,Leicester,94.92,10.38,Arsenal,Leicester,1,0,4,3
2017-08-11,Arsenal,Leicester,95.15,0.23,Arsenal,Leicester,1,0,4,3
2017-08-12,Watford,Liverpool,6.95,6.95,Watford,Liverpool,1,0,0,0
2017-08-12,Watford,Liverpool,7.8,0.85,Watford,Liverpool,1,1,0,0
2017-08-12,Watford,Liverpool,28.33,20.53,Liverpool,Watford,0,1,0,1
2017-08-12,Watford,Liverpool,31.02,2.68,Watford,Liverpool,1,1,1,1
2017-08-12,Watford,Liverpool,36,4.98,Watford,Liverpool,1,0,2,1
2017-08-12,Watford,Liverpool,37.68,1.68,Liverpool,Watford,0,0,1,2
2017-08-12,Watford,Liverpool,47.38,9.7,Liverpool,Watford,0,0,1,2
2017-08-12,Watford,Liverpool,48.18,3.18,Liverpool,Watford,0,0,1,2
2017-08-12,Watford,Liverpool,49.07,1.68,Watford,Liverpool,1,0,2,1
2017-08-12,Watford,Liverpool,56.92,8.73,Liverpool,Watford,0,0,1,2
2017-08-12,Watford,Liverpool,63.5,6.55,Liverpool,Watford,0,0,2,2
2017-08-12,Watford,Liverpool,64.1,0.6,Liverpool,Watford,0,0,2,2
2017-08-12,Watford,Liverpool,69.37,5.27,Liverpool,Watford,0,0,2,2
2017-08-12,Watford,Liverpool,70.6,1.23,Liverpool,Watford,0,0,2,2
2017-08-12,Watford,Liverpool,75.02,4.42,Watford,Liverpool,1,0,2,2
2017-08-12,Watford,Liverpool,76.25,1.23,Liverpool,Watford,0,0,2,2
2017-08-12,Watford,Liverpool,85.07,8.82,Liverpool,Watford,0,0,2,2
2017-08-12,Watford,Liverpool,92.4,7.33,Watford,Liverpool,1,0,2,2
2017-08-12,Watford,Liverpool,92.97,0.57,Watford,Liverpool,1,0,2,2
2017-08-12,Watford,Liverpool,94.45,1.45,Watford,Liverpool,1,0,3,2
2017-08-12,Watford,Liverpool,97.42,2.97,Liverpool,Watford,0,0,2,3
2017-08-12,Watford,Liverpool,98.37,0.95,Watford,Liverpool,1,0,3,2
2017-08-12,Chelsea,Burnley,2.97,2.97,Burnley,Chelsea,0,0,0,0
2017-08-12,Chelsea,Burnley,10.67,7.7,Chelsea,Burnley,1,0,0,0
2017-08-12,Chelsea,Burnley,23.23,12.57,Burnley,Chelsea,0,1,0,0
2017-08-12,Chelsea,Burnley,32.92,9.68,Chelsea,Burnley,1,0,0,1
2017-08-12,Chelsea,Burnley,38.58,5.67,Burnley,Chelsea,0,1,1,0
2017-08-12,Chelsea,Burnley,40.38,1.8,Chelsea,Burnley,1,0,0,2
2017-08-12,Chelsea,Burnley,42.18,1.8,Burnley,Chelsea,0,1,2,0
2017-08-12,Chelsea,Burnley,44.07,1.88,Chelsea,Burnley,1,0,0,3
2017-08-12,Chelsea,Burnley,44.52,0.45,Chelsea,Burnley,1,0,0,3
2017-08-12,Chelsea,Burnley,47.03,2.03,Chelsea,Burnley,1,0,0,3
2017-08-12,Chelsea,Burnley,47.42,2.9,Burnley,Chelsea,0,0,3,0
2017-08-12,Chelsea,Burnley,48.2,0.78,Chelsea,Burnley,1,0,0,3
2017-08-12,Chelsea,Burnley,48.72,1.68,Chelsea,Burnley,1,0,0,3
2017-08-12,Chelsea,Burnley,52.92,4.2,Chelsea,Burnley,1,0,0,3
2017-08-12,Chelsea,Burnley,56.12,3.2,Burnley,Chelsea,0,0,3,0
2017-08-12,Chelsea,Burnley,58.98,2.87,Chelsea,Burnley,1,0,0,3
2017-08-12,Chelsea,Burnley,60.82,1.83,Chelsea,Burnley,1,0,0,3
2017-08-12,Chelsea,Burnley,61.15,0.33,Chelsea,Burnley,1,0,0,3
2017-08-12,Chelsea,Burnley,63.38,2.23,Chelsea,Burnley,1,0,0,3
2017-08-12,Chelsea,Burnley,65.57,2.18,Burnley,Chelsea,0,0,3,0
2017-08-12,Chelsea,Burnley,67.63,2.07,Chelsea,Burnley,1,0,0,3
2017-08-12,Chelsea,Burnley,68.03,0.4,Chelsea,Burnley,1,1,0,3
2017-08-12,Chelsea,Burnley,75.42,7.38,Burnley,Chelsea,0,0,3,1
2017-08-12,Chelsea,Burnley,79.42,4,Chelsea,Burnley,1,0,1,3
2017-08-12,Chelsea,Burnley,84.25,4.83,Chelsea,Burnley,1,0,1,3
2017-08-12,Chelsea,Burnley,86.93,2.68,Chelsea,Burnley,1,0,1,3
2017-08-12,Chelsea,Burnley,87.32,0.38,Chelsea,Burnley,1,1,1,3
2017-08-12,Chelsea,Burnley,89.37,2.05,Burnley,Chelsea,0,0,3,2
2017-08-12,Chelsea,Burnley,94.33,4.93,Chelsea,Burnley,1,0,2,3
2017-08-12,Chelsea,Burnley,94.5,0.17,Chelsea,Burnley,1,0,2,3
2017-08-12,Crystal Palace,Huddersfield,1.72,1.72,Huddersfield,Crystal Palace,0,0,0,0
2017-08-12,Crystal Palace,Huddersfield,16.98,15.27,Huddersfield,Crystal Palace,0,0,0,0
2017-08-12,Crystal Palace,Huddersfield,19.82,2.83,Huddersfield,Crystal Palace,0,0,0,0
2017-08-12,Crystal Palace,Huddersfield,22.53,2.72,Huddersfield,Crystal Palace,0,0,0,0
2017-08-12,Crystal Palace,Huddersfield,25.17,2.63,Huddersfield,Crystal Palace,0,1,0,0
2017-08-12,Crystal Palace,Huddersfield,27.17,2,Crystal Palace,Huddersfield,1,0,0,1
2017-08-12,Crystal Palace,Huddersfield,31.9,4.73,Huddersfield,Crystal Palace,0,0,1,0
2017-08-12,Crystal Palace,Huddersfield,36.58,4.68,Crystal Palace,Huddersfield,1,0,0,1
2017-08-12,Crystal Palace,Huddersfield,41.5,4.92,Crystal Palace,Huddersfield,1,0,0,1
2017-08-12,Crystal Palace,Huddersfield,44,2.5,Crystal Palace,Huddersfield,1,0,0,1
2017-08-12,Crystal Palace,Huddersfield,46.92,2.92,Crystal Palace,Huddersfield,1,0,0,1
2017-08-12,Crystal Palace,Huddersfield,47.12,0.2,Crystal Palace,Huddersfield,1,0,0,1
2017-08-12,Crystal Palace,Huddersfield,47.15,2.15,Huddersfield,Crystal Palace,0,0,1,0
2017-08-12,Crystal Palace,Huddersfield,54.28,7.12,Crystal Palace,Huddersfield,1,0,0,1
2017-08-12,Crystal Palace,Huddersfield,57.52,3.23,Crystal Palace,Huddersfield,1,0,0,1
2017-08-12,Crystal Palace,Huddersfield,68.77,11.25,Crystal Palace,Huddersfield,1,0,0,1
2017-08-12,Crystal Palace,Huddersfield,73.58,4.82,Crystal Palace,Huddersfield,1,0,0,1
2017-08-12,Crystal Palace,Huddersfield,77,3.42,Crystal Palace,Huddersfield,1,0,0,1
2017-08-12,Crystal Palace,Huddersfield,77.77,0.77,Huddersfield,Crystal Palace,0,1,1,0
2017-08-12,Crystal Palace,Huddersfield,81.95,4.18,Crystal Palace,Huddersfield,1,0,0,2
2017-08-12,Crystal Palace,Huddersfield,83.13,1.18,Crystal Palace,Huddersfield,1,0,0,2
2017-08-12,Crystal Palace,Huddersfield,86.95,3.82,Crystal Palace,Huddersfield,1,0,0,2
2017-08-12,Crystal Palace,Huddersfield,91.18,4.23,Crystal Palace,Huddersfield,1,0,0,2
2017-08-12,Crystal Palace,Huddersfield,93.05,1.87,Crystal Palace,Huddersfield,1,0,0,2
2017-08-12,Everton,Stoke,12.1,12.1,Everton,Stoke,1,0,0,0
2017-08-12,Everton,Stoke,14.52,2.42,Stoke,Everton,0,0,0,0
2017-08-12,Everton,Stoke,19.85,5.3,Everton,Stoke,1,0,0,0
2017-08-12,Everton,Stoke,23.87,4.02,Everton,Stoke,1,0,0,0
2017-08-12,Everton,Stoke,34.1,10.23,Stoke,Everton,0,0,0,0
2017-08-12,Everton,Stoke,34.88,0.78,Stoke,Everton,0,0,0,0
2017-08-12,Everton,Stoke,45.23,10.35,Everton,Stoke,1,1,0,0
2017-08-12,Everton,Stoke,45.38,0.38,Stoke,Everton,0,0,0,1
2017-08-12,Everton,Stoke,46.98,1.75,Everton,Stoke,1,0,1,0
2017-08-12,Everton,Stoke,53.47,8.08,Everton,Stoke,1,0,1,0
2017-08-12,Everton,Stoke,55.35,1.88,Everton,Stoke,1,0,1,0
2017-08-12,Everton,Stoke,57.75,2.4,Stoke,Everton,0,0,0,1
2017-08-12,Everton,Stoke,61.22,3.47,Everton,Stoke,1,0,1,0
2017-08-12,Everton,Stoke,68.33,7.12,Everton,Stoke,1,0,1,0
2017-08-12,Everton,Stoke,73.08,4.75,Everton,Stoke,1,0,1,0
2017-08-12,Everton,Stoke,74.42,1.33,Stoke,Everton,0,0,0,1
2017-08-12,Everton,Stoke,85.07,10.65,Stoke,Everton,0,0,0,1
2017-08-12,Everton,Stoke,92.65,7.58,Stoke,Everton,0,0,0,1
2017-08-12,Everton,Stoke,94.18,1.53,Everton,Stoke,1,0,1,0
2017-08-12,Southampton,Swansea,1.33,1.33,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,3.5,2.17,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,6.4,2.9,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,9.77,3.37,Swansea,Southampton,0,0,0,0
2017-08-12,Southampton,Swansea,17.53,7.77,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,19.07,1.53,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,20.62,1.55,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,20.77,0.15,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,23.77,3,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,24.7,0.93,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,34.8,10.1,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,35.87,0.98,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,36.6,0.73,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,43.68,7.08,Swansea,Southampton,0,0,0,0
2017-08-12,Southampton,Swansea,45.97,0.97,Swansea,Southampton,0,0,0,0
2017-08-12,Southampton,Swansea,46.05,2.37,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,47.37,1.33,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,50.95,3.52,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,60.72,9.77,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,61.08,0.37,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,67.15,6.07,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,68.82,1.67,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,69.32,0.5,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,78.12,8.8,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,78.5,0.38,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,82.07,3.57,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,84.62,2.55,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,86.45,1.83,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,88.93,2.48,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,91.47,2.53,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,92.27,0.8,Southampton,Swansea,1,0,0,0
2017-08-12,Southampton,Swansea,93.03,0.77,Southampton,Swansea,1,0,0,0
2017-08-12,West Brom,Bournemouth,2.37,2.37,West Brom,Bournemouth,1,0,0,0
2017-08-12,West Brom,Bournemouth,7.62,5.25,West Brom,Bournemouth,1,0,0,0
2017-08-12,West Brom,Bournemouth,8.9,1.28,West Brom,Bournemouth,1,0,0,0
2017-08-12,West Brom,Bournemouth,13.22,4.32,West Brom,Bournemouth,1,0,0,0
2017-08-12,West Brom,Bournemouth,14.17,0.95,West Brom,Bournemouth,1,0,0,0
2017-08-12,West Brom,Bournemouth,16.25,2.08,Bournemouth,West Brom,0,0,0,0
2017-08-12,West Brom,Bournemouth,22.22,5.97,West Brom,Bournemouth,1,0,0,0
2017-08-12,West Brom,Bournemouth,22.62,0.4,West Brom,Bournemouth,1,0,0,0
2017-08-12,West Brom,Bournemouth,25.23,2.62,West Brom,Bournemouth,1,0,0,0
2017-08-12,West Brom,Bournemouth,30.23,5,West Brom,Bournemouth,1,1,0,0
2017-08-12,West Brom,Bournemouth,33.15,2.92,West Brom,Bournemouth,1,0,1,0
2017-08-12,West Brom,Bournemouth,39.73,6.58,West Brom,Bournemouth,1,0,1,0
2017-08-12,West Brom,Bournemouth,44.68,4.95,Bournemouth,West Brom,0,0,0,1
2017-08-12,West Brom,Bournemouth,46.13,1.45,West Brom,Bournemouth,1,0,1,0
2017-08-12,West Brom,Bournemouth,49.55,4.55,Bournemouth,West Brom,0,0,0,1
2017-08-12,West Brom,Bournemouth,52.42,2.87,West Brom,Bournemouth,1,0,1,0
2017-08-12,West Brom,Bournemouth,55.77,3.35,West Brom,Bournemouth,1,0,1,0
2017-08-12,West Brom,Bournemouth,59.85,4.08,Bournemouth,West Brom,0,0,0,1
2017-08-12,West Brom,Bournemouth,60.1,0.25,Bournemouth,West Brom,0,0,0,1
2017-08-12,West Brom,Bournemouth,67.67,7.57,Bournemouth,West Brom,0,0,0,1
2017-08-12,West Brom,Bournemouth,73.93,6.27,Bournemouth,West Brom,0,0,0,1
2017-08-12,West Brom,Bournemouth,82.07,8.13,Bournemouth,West Brom,0,0,0,1
2017-08-12,West Brom,Bournemouth,84.42,2.35,West Brom,Bournemouth,1,0,1,0
2017-08-12,West Brom,Bournemouth,84.8,0.38,West Brom,Bournemouth,1,0,1,0
2017-08-12,West Brom,Bournemouth,91.98,7.18,West Brom,Bournemouth,1,0,1,0
2017-08-12,West Brom,Bournemouth,94.7,2.72,Bournemouth,West Brom,0,0,0,1
2017-08-12,West Brom,Bournemouth,95.4,0.7,West Brom,Bournemouth,1,0,1,0
2017-08-12,Brighton,Man City,3.1,3.1,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,8.87,5.77,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,13.2,4.33,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,16.55,3.35,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,31.18,14.63,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,33.22,2.03,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,44.53,11.28,Brighton,Man City,1,0,0,0
2017-08-12,Brighton,Man City,44.92,0.38,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,47.02,2.1,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,48.05,1.03,Brighton,Man City,1,0,0,0
2017-08-12,Brighton,Man City,49.95,4.95,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,52.03,2.08,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,55.25,3.22,Brighton,Man City,1,0,0,0
2017-08-12,Brighton,Man City,55.92,0.6,Brighton,Man City,1,0,0,0
2017-08-12,Brighton,Man City,57.8,1.8,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,66.03,8.23,Man City,Brighton,0,0,0,0
2017-08-12,Brighton,Man City,69.2,3.17,Man City,Brighton,0,1,0,0
2017-08-12,Brighton,Man City,93.15,23.95,Brighton,Man City,1,0,0,1
2017-08-13,Newcastle,Tottenham,4.7,4.7,Newcastle,Tottenham,1,0,0,0
2017-08-13,Newcastle,Tottenham,8.78,4.08,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,16.35,7.57,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,21.42,5.07,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,24.63,3.22,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,25.97,1.33,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,35.03,9.07,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,40.82,5.78,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,41.43,0.62,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,44.67,3.23,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,45.37,0.37,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,48.13,3.47,Newcastle,Tottenham,1,0,0,0
2017-08-13,Newcastle,Tottenham,48.9,3.53,Newcastle,Tottenham,1,0,0,0
2017-08-13,Newcastle,Tottenham,50.9,2,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,55.27,4.37,Tottenham,Newcastle,0,0,0,0
2017-08-13,Newcastle,Tottenham,60.62,5.35,Tottenham,Newcastle,0,1,0,0
2017-08-13,Newcastle,Tottenham,62.43,1.82,Tottenham,Newcastle,0,0,1,0
2017-08-13,Newcastle,Tottenham,62.58,0.15,Tottenham,Newcastle,0,0,1,0
2017-08-13,Newcastle,Tottenham,69.73,7.15,Tottenham,Newcastle,0,1,1,0
2017-08-13,Newcastle,Tottenham,76.97,7.23,Tottenham,Newcastle,0,0,2,0
2017-08-13,Newcastle,Tottenham,79.58,2.62,Newcastle,Tottenham,1,0,0,2
2017-08-13,Newcastle,Tottenham,82.63,3.05,Newcastle,Tottenham,1,0,0,2
2017-08-13,Newcastle,Tottenham,86.17,3.5,Newcastle,Tottenham,1,0,0,2
2017-08-13,Newcastle,Tottenham,90.65,4.48,Tottenham,Newcastle,0,0,2,0
2017-08-13,Newcastle,Tottenham,93.25,2.6,Newcastle,Tottenham,1,0,0,2
2017-08-13,Man Utd,West Ham,11,11,Man Utd,West Ham,1,0,0,0
2017-08-13,Man Utd,West Ham,14.52,3.52,Man Utd,West Ham,1,0,0,0
2017-08-13,Man Utd,West Ham,15.07,0.55,Man Utd,West Ham,1,0,0,0
2017-08-13,Man Utd,West Ham,17.92,2.85,Man Utd,West Ham,1,0,0,0
2017-08-13,Man Utd,West Ham,20,2.08,West Ham,Man Utd,0,0,0,0
2017-08-13,Man Utd,West Ham,24.48,4.48,Man Utd,West Ham,1,0,0,0
2017-08-13,Man Utd,West Ham,24.82,0.33,Man Utd,West Ham,1,0,0,0
2017-08-13,Man Utd,West Ham,30.5,5.68,Man Utd,West Ham,1,0,0,0
2017-08-13,Man Utd,West Ham,32.82,2.32,Man Utd,West Ham,1,1,0,0
2017-08-13,Man Utd,West Ham,36.17,3.35,West Ham,Man Utd,0,0,0,1
2017-08-13,Man Utd,West Ham,37.42,1.25,Man Utd,West Ham,1,0,1,0
2017-08-13,Man Utd,West Ham,39.7,2.28,West Ham,Man Utd,0,0,0,1
2017-08-13,Man Utd,West Ham,46.03,6.33,West Ham,Man Utd,0,0,0,1
2017-08-13,Man Utd,West Ham,46.17,0.13,Man Utd,West Ham,1,0,1,0
2017-08-13,Man Utd,West Ham,49,4,Man Utd,West Ham,1,0,1,0
2017-08-13,Man Utd,West Ham,52,3,Man Utd,West Ham,1,1,1,0
2017-08-13,Man Utd,West Ham,57.98,5.98,West Ham,Man Utd,0,0,0,2
2017-08-13,Man Utd,West Ham,60.65,2.67,West Ham,Man Utd,0,0,0,2
2017-08-13,Man Utd,West Ham,61.02,0.37,Man Utd,West Ham,1,0,2,0
2017-08-13,Man Utd,West Ham,61.22,0.2,Man Utd,West Ham,1,0,2,0
2017-08-13,Man Utd,West Ham,62.02,0.8,Man Utd,West Ham,1,0,2,0
2017-08-13,Man Utd,West Ham,62.82,0.8,Man Utd,West Ham,1,0,2,0
2017-08-13,Man Utd,West Ham,65.18,2.37,Man Utd,West Ham,1,0,2,0
2017-08-13,Man Utd,West Ham,70.62,5.43,Man Utd,West Ham,1,0,2,0
2017-08-13,Man Utd,West Ham,74.33,3.72,Man Utd,West Ham,1,0,2,0
2017-08-13,Man Utd,West Ham,77.37,3.03,West Ham,Man Utd,0,0,0,2
2017-08-13,Man Utd,West Ham,85.28,7.92,Man Utd,West Ham,1,0,2,0
2017-08-13,Man Utd,West Ham,86.88,1.6,Man Utd,West Ham,1,1,2,0
2017-08-13,Man Utd,West Ham,88.9,2.02,West Ham,Man Utd,0,0,0,3
2017-08-13,Man Utd,West Ham,89.48,0.58,Man Utd,West Ham,1,1,3,0
2017-08-13,Man Utd,West Ham,91.97,2.48,West Ham,Man Utd,0,0,0,4
2017-08-13,Man Utd,West Ham,93.1,1.13,Man Utd,West Ham,1,0,4,0
2017-08-19,Swansea,Man Utd,2.78,2.78,Swansea,Man Utd,1,0,0,0
2017-08-19,Swansea,Man Utd,3.33,0.55,Man Utd,Swansea,0,0,0,0
2017-08-19,Swansea,Man Utd,6.82,3.48,Man Utd,Swansea,0,0,0,0
2017-08-19,Swansea,Man Utd,9,2.18,Man Utd,Swansea,0,0,0,0
2017-08-19,Swansea,Man Utd,19.8,10.8,Man Utd,Swansea,0,0,0,0
2017-08-19,Swansea,Man Utd,28.53,8.73,Man Utd,Swansea,0,0,0,0
2017-08-19,Swansea,Man Utd,33.93,5.4,Swansea,Man Utd,1,0,0,0
2017-08-19,Swansea,Man Utd,35.53,1.6,Man Utd,Swansea,0,0,0,0
2017-08-19,Swansea,Man Utd,41.68,6.15,Man Utd,Swansea,0,0,0,0
2017-08-19,Swansea,Man Utd,44.2,2.52,Man Utd,Swansea,0,0,0,0
2017-08-19,Swansea,Man Utd,46.03,1.82,Swansea,Man Utd,1,0,0,1
2017-08-19,Swansea,Man Utd,55.85,10.85,Man Utd,Swansea,0,0,1,0
2017-08-19,Swansea,Man Utd,57.77,1.92,Swansea,Man Utd,1,0,0,1
2017-08-19,Swansea,Man Utd,60.3,2.53,Swansea,Man Utd,1,0,0,1
2017-08-19,Swansea,Man Utd,61.77,1.47,Man Utd,Swansea,0,0,1,0
2017-08-19,Swansea,Man Utd,67.37,5.6,Man Utd,Swansea,0,0,1,0
2017-08-19,Swansea,Man Utd,73.33,5.97,Man Utd,Swansea,0,0,1,0
2017-08-19,Swansea,Man Utd,77.57,4.23,Man Utd,Swansea,0,0,1,0
2017-08-19,Swansea,Man Utd,79.75,2.18,Man Utd,Swansea,0,1,1,0
2017-08-19,Swansea,Man Utd,81.05,1.3,Man Utd,Swansea,0,1,2,0
2017-08-19,Swansea,Man Utd,83.43,2.38,Man Utd,Swansea,0,1,3,0
2017-08-19,Swansea,Man Utd,91.77,8.33,Swansea,Man Utd,1,0,0,4
2017-08-19,Swansea,Man Utd,93.05,1.28,Swansea,Man Utd,1,0,0,4
2017-08-19,Bournemouth,Watford,4.62,4.62,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,5.97,1.35,Bournemouth,Watford,1,0,0,0
2017-08-19,Bournemouth,Watford,13.77,7.8,Bournemouth,Watford,1,0,0,0
2017-08-19,Bournemouth,Watford,18.95,5.18,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,30.55,11.6,Bournemouth,Watford,1,0,0,0
2017-08-19,Bournemouth,Watford,31.05,0.5,Bournemouth,Watford,1,0,0,0
2017-08-19,Bournemouth,Watford,32.33,1.28,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,37.12,4.78,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,37.9,0.78,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,46.48,1.48,Bournemouth,Watford,1,0,0,0
2017-08-19,Bournemouth,Watford,47.02,9.12,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,47.48,0.47,Bournemouth,Watford,1,0,0,0
2017-08-19,Bournemouth,Watford,48.23,1.75,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,56.88,8.65,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,57.33,0.45,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,62.03,4.7,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,66.1,4.07,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,67.45,1.35,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,69.9,2.45,Watford,Bournemouth,0,0,0,0
2017-08-19,Bournemouth,Watford,72.23,2.3,Watford,Bournemouth,0,1,0,0
2017-08-19,Bournemouth,Watford,75,2.77,Watford,Bournemouth,0,0,1,0
2017-08-19,Bournemouth,Watford,80.95,5.95,Bournemouth,Watford,1,0,0,1
2017-08-19,Bournemouth,Watford,85.63,4.68,Watford,Bournemouth,0,0,1,0
2017-08-19,Bournemouth,Watford,85.75,0.12,Watford,Bournemouth,0,1,1,0
